rank,title,director,actors,genres,url
1,Fight Club,David Fincher,Edward Norton; Brad Pitt; Helena Bonham Carter,"Drama, Thriller",https://letterboxd.com/film/fight-club/
2,10 Things I Hate About You,Gil Junger,Heath Ledger; Julia Stiles; Joseph Gordon-Levitt,"Comedy, Drama, Romance",https://letterboxd.com/film/10-things-i-hate-about-you/
3,Eyes Wide Shut,Stanley Kubrick,Tom Cruise; Nicole Kidman; Sydney Pollack,"Thriller, Drama, Mystery",https://letterboxd.com/film/eyes-wide-shut/
4,Star Wars: Episode I – The Phantom Menace,George Lucas,Liam Neeson; Ewan McGregor; Natalie Portman,"Science Fiction, Adventure, Action",https://letterboxd.com/film/star-wars-episode-i-the-phantom-menace/
5,The Matrix,"Lana Wachowski, Lilly Wachowski",Keanu Reeves; Laurence Fishburne; Carrie-Anne Moss,"Science Fiction, Action",https://letterboxd.com/film/the-matrix/
6,The Virgin Suicides,Sofia Coppola,Kirsten Dunst; Josh Hartnett; James Woods,"Romance, Drama",https://letterboxd.com/film/the-virgin-suicides/
7,But I'm a Cheerleader,Jamie Babbit,Natasha Lyonne; Clea DuVall; Cathy Moriarty,"Romance, Drama, Comedy",https://letterboxd.com/film/but-im-a-cheerleader/
8,Notting Hill,Roger Michell,Julia Roberts; Hugh Grant; Gina McKee,"Comedy, Romance",https://letterboxd.com/film/notting-hill/
9,"Girl, Interrupted",James Mangold,Winona Ryder; Angelina Jolie; Clea DuVall,Drama,https://letterboxd.com/film/girl-interrupted/
10,The Blair Witch Project,"Daniel Myrick, Eduardo Sánchez",Heather Donahue; Joshua Leonard; Michael C. Williams,"Mystery, Horror",https://letterboxd.com/film/the-blair-witch-project/
11,Toy Story 2,John Lasseter,Tom Hanks; Tim Allen; Joan Cusack,"Comedy, Family, Animation",https://letterboxd.com/film/toy-story-2/
12,The Sixth Sense,M. Night Shyamalan,Bruce Willis; Haley Joel Osment; Toni Collette,"Thriller, Mystery, Horror, Drama",https://letterboxd.com/film/the-sixth-sense/
13,The Green Mile,Frank Darabont,Tom Hanks; David Morse; Bonnie Hunt,"Drama, Crime, Fantasy",https://letterboxd.com/film/the-green-mile/
14,Magnolia,Paul Thomas Anderson,Tom Cruise; Philip Baker Hall; Philip Seymour Hoffman,Drama,https://letterboxd.com/film/magnolia/
15,The Talented Mr. Ripley,Anthony Minghella,Matt Damon; Gwyneth Paltrow; Jude Law,"Crime, Thriller, Drama",https://letterboxd.com/film/the-talented-mr-ripley/
16,The Mummy,Stephen Sommers,Brendan Fraser; Rachel Weisz; John Hannah,"Action, Adventure, Fantasy",https://letterboxd.com/film/the-mummy-1999/
17,Drop Dead Gorgeous,Michael Patrick Jann,Kirsten Dunst; Ellen Barkin; Denise Richards,Comedy,https://letterboxd.com/film/drop-dead-gorgeous/
18,American Beauty,Sam Mendes,Kevin Spacey; Annette Bening; Thora Birch,Drama,https://letterboxd.com/film/american-beauty/
19,She's All That,Robert Iscove,Freddie Prinze Jr.; Rachael Leigh Cook; Paul Walker,"Romance, Comedy",https://letterboxd.com/film/shes-all-that/
20,Cruel Intentions,Roger Kumble,Sarah Michelle Gellar; Ryan Phillippe; Reese Witherspoon,"Romance, Drama",https://letterboxd.com/film/cruel-intentions/
21,Being John Malkovich,Spike Jonze,John Cusack; Cameron Diaz; John Malkovich,"Comedy, Drama, Fantasy",https://letterboxd.com/film/being-john-malkovich/
22,Sleepy Hollow,Tim Burton,Johnny Depp; Christina Ricci; Miranda Richardson,"Horror, Mystery, Fantasy, Thriller",https://letterboxd.com/film/sleepy-hollow/
23,All About My Mother,Pedro Almodóvar,Cecilia Roth; Marisa Paredes; Candela Peña,"Comedy, Drama",https://letterboxd.com/film/all-about-my-mother/
24,The Iron Giant,Brad Bird,Jennifer Aniston; Harry Connick Jr.; Vin Diesel,"Animation, Drama, Science Fiction, Family",https://letterboxd.com/film/the-iron-giant/
25,American Pie,Paul Weitz,Jason Biggs; Chris Klein; Thomas Ian Nicholas,"Comedy, Romance",https://letterboxd.com/film/american-pie/
26,Tarzan,"Chris Buck, Kevin Lima",Tony Goldwyn; Minnie Driver; Glenn Close,"Family, Animation, Adventure",https://letterboxd.com/film/tarzan/
27,Jawbreaker,Darren Stein,Rose McGowan; Rebecca Gayheart; Julie Benz,"Comedy, Thriller, Crime",https://letterboxd.com/film/jawbreaker/
28,The Straight Story,David Lynch,Richard Farnsworth; Sissy Spacek; Jane Galloway Heitz,Drama,https://letterboxd.com/film/the-straight-story/
29,Office Space,,,,https://letterboxd.com/film/office-space/
30,Audition,Takashi Miike,Ryo Ishibashi; Eihi Shiina; Jun Kunimura,"Drama, Horror",https://letterboxd.com/film/audition/
31,Beau Travail,Claire Denis,Denis Lavant; Michel Subor; Grégoire Colin,Drama,https://letterboxd.com/film/beau-travail/
32,Ghost Dog: The Way of the Samurai,Jim Jarmusch,Forest Whitaker; John Tormey; Cliff Gorman,"Crime, Drama",https://letterboxd.com/film/ghost-dog-the-way-of-the-samurai/
33,Bleeder,Nicolas Winding Refn,Kim Bodnia; Mads Mikkelsen; Rikke Louise Andersson,"Drama, Crime",https://letterboxd.com/film/bleeder/
34,Drive Me Crazy,John Schultz,Melissa Joan Hart; Adrian Grenier; Susan May Pratt,"Drama, Comedy, Romance",https://letterboxd.com/film/drive-me-crazy/
35,Election,Alexander Payne,Matthew Broderick; Reese Witherspoon; Chris Klein,"Drama, Comedy",https://letterboxd.com/film/election/
36,Double Jeopardy,Bruce Beresford,Tommy Lee Jones; Ashley Judd; Benjamin Weir,"Mystery, Thriller, Crime",https://letterboxd.com/film/double-jeopardy-1999/
37,Dogma,Kevin Smith,Ben Affleck; Matt Damon; Linda Fiorentino,"Adventure, Comedy, Fantasy",https://letterboxd.com/film/dogma/
38,Never Been Kissed,Raja Gosnell,Drew Barrymore; David Arquette; Molly Shannon,"Drama, Comedy, Romance",https://letterboxd.com/film/never-been-kissed/
39,"South Park: Bigger, Longer & Uncut",Trey Parker,Trey Parker; Matt Stone; Mary Kay Bergman,"Animation, Comedy",https://letterboxd.com/film/south-park-bigger-longer-uncut/
40,Big Daddy,Dennis Dugan,Adam Sandler; Cole Sprouse; Dylan Sprouse,"Comedy, Drama",https://letterboxd.com/film/big-daddy/
41,Go,Doug Liman,Sarah Polley; Timothy Olyphant; Katie Holmes,"Comedy, Crime, Thriller",https://letterboxd.com/film/go/
42,Austin Powers: The Spy Who Shagged Me,Jay Roach,Mike Myers; Heather Graham; Verne Troyer,"Comedy, Crime, Adventure",https://letterboxd.com/film/austin-powers-the-spy-who-shagged-me/
43,Bicentennial Man,Chris Columbus,Robin Williams; Embeth Davidtz; Sam Neill,"Science Fiction, Romance, Drama",https://letterboxd.com/film/bicentennial-man/
44,The Insider,Michael Mann,Al Pacino; Russell Crowe; Christopher Plummer,"Drama, Thriller",https://letterboxd.com/film/the-insider/
