rank,title,director,actors,genres,url
1,Pride & Prejudice,Joe Wright,Keira Knightley; Matthew Macfadyen; Brenda Blethyn,"Drama, Romance",https://letterboxd.com/film/pride-prejudice/
2,Batman Begins,Christopher Nolan,Christian Bale; Michael Caine; Liam Neeson,"Crime, Action, Drama",https://letterboxd.com/film/batman-begins/
3,Star Wars: Episode III – Revenge of the Sith,George Lucas,Hayden Christensen; Ewan McGregor; Natalie Portman,"Science Fiction, Adventure, Action",https://letterboxd.com/film/star-wars-episode-iii-revenge-of-the-sith/
4,Harry Potter and the Goblet of Fire,Mike Newell,Daniel Radcliffe; Rupert Grint; Emma Watson,"Adventure, Fantasy",https://letterboxd.com/film/harry-potter-and-the-goblet-of-fire/
5,Brokeback Mountain,Ang Lee,Heath Ledger; Jake Gyllenhaal; Michelle Williams,"Drama, Romance",https://letterboxd.com/film/brokeback-mountain/
6,Mr. & Mrs. Smith,Doug Liman,Angelina Jolie; Brad Pitt; Vince Vaughn,"Drama, Thriller, Action, Comedy",https://letterboxd.com/film/mr-mrs-smith-2005/
7,Corpse Bride,"Tim Burton, Mike Johnson",Johnny Depp; Helena Bonham Carter; Emily Watson,"Fantasy, Animation, Romance",https://letterboxd.com/film/corpse-bride/
8,Madagascar,"Eric Darnell, Tom McGrath",Ben Stiller; Chris Rock; David Schwimmer,"Family, Comedy, Animation, Adventure",https://letterboxd.com/film/madagascar/
9,Charlie and the Chocolate Factory,Tim Burton,Johnny Depp; Freddie Highmore; David Kelly,"Comedy, Adventure, Fantasy, Family",https://letterboxd.com/film/charlie-and-the-chocolate-factory/
10,The 40 Year Old Virgin,Judd Apatow,Steve Carell; Catherine Keener; Paul Rudd,"Romance, Comedy",https://letterboxd.com/film/the-40-year-old-virgin/
11,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Andrew Adamson,William Moseley; Anna Popplewell; Skandar Keynes,"Fantasy, Family, Adventure",https://letterboxd.com/film/the-chronicles-of-narnia-the-lion-the-witch-and-the-wardrobe/
12,Just Like Heaven,Mark Waters,Reese Witherspoon; Mark Ruffalo; Donal Logue,"Romance, Fantasy, Comedy",https://letterboxd.com/film/just-like-heaven/
13,The Descent,Neil Marshall,Shauna Macdonald; Natalie Mendoza; Alex Reid,"Horror, Adventure",https://letterboxd.com/film/the-descent/
14,V for Vendetta,James McTeigue,Natalie Portman; Hugo Weaving; Stephen Rea,"Thriller, Science Fiction, Action",https://letterboxd.com/film/v-for-vendetta/
15,Wedding Crashers,David Dobkin,Owen Wilson; Vince Vaughn; Christopher Walken,"Comedy, Romance",https://letterboxd.com/film/wedding-crashers/
16,War of the Worlds,Steven Spielberg,Tom Cruise; Dakota Fanning; Miranda Otto,"Science Fiction, Thriller, Adventure",https://letterboxd.com/film/war-of-the-worlds/
17,Kingdom of Heaven,Ridley Scott,Orlando Bloom; Eva Green; Jeremy Irons,"History, Drama, Action, Adventure, War",https://letterboxd.com/film/kingdom-of-heaven/
18,Saw II,Darren Lynn Bousman,Tobin Bell; Donnie Wahlberg; Shawnee Smith,Horror,https://letterboxd.com/film/saw-ii/
19,A History of Violence,David Cronenberg,Viggo Mortensen; Maria Bello; Ed Harris,"Thriller, Drama, Crime",https://letterboxd.com/film/a-history-of-violence/
20,Imagine Me & You,Ol Parker,Piper Perabo; Lena Headey; Matthew Goode,"Drama, Comedy, Romance",https://letterboxd.com/film/imagine-me-you/
21,House of Wax,Jaume Collet-Serra,Elisha Cuthbert; Chad Michael Murray; Brian Van Holt,"Thriller, Mystery, Horror",https://letterboxd.com/film/house-of-wax-2005/
22,Constantine,Francis Lawrence,Keanu Reeves; Rachel Weisz; Shia LaBeouf,"Action, Horror, Fantasy",https://letterboxd.com/film/constantine/
23,Hoodwinked!,Cory Edwards,Anne Hathaway; Glenn Close; Patrick Warburton,"Animation, Comedy, Family, Crime, Mystery",https://letterboxd.com/film/hoodwinked/
24,Stay,Marc Forster,Ewan McGregor; Naomi Watts; Ryan Gosling,"Drama, Mystery, Thriller",https://letterboxd.com/film/stay/
25,Lady Vengeance,Park Chan-wook,Lee Young-ae; Choi Min-sik; Kwon Yea-young,"Thriller, Drama",https://letterboxd.com/film/lady-vengeance/
26,Robots,Chris Wedge,Ewan McGregor; Halle Berry; Greg Kinnear,"Science Fiction, Animation, Comedy, Family",https://letterboxd.com/film/robots/
27,Hitch,Andy Tennant,Will Smith; Eva Mendes; Kevin James,"Romance, Comedy, Drama",https://letterboxd.com/film/hitch-2005/
28,Linda Linda Linda,Nobuhiro Yamashita,Bae Doona; Aki Maeda; Yuu Kashii,"Music, Drama, Comedy",https://letterboxd.com/film/linda-linda-linda/
29,Fantastic Four,Tim Story,Ioan Gruffudd; Jessica Alba; Chris Evans,"Science Fiction, Action, Fantasy",https://letterboxd.com/film/fantastic-four-2005/
30,Coach Carter,Thomas Carter,Samuel L. Jackson; Rob Brown; Robert Ri'chard,"Drama, History",https://letterboxd.com/film/coach-carter/
31,Jarhead,Sam Mendes,Jake Gyllenhaal; Jamie Foxx; Peter Sarsgaard,"Drama, War",https://letterboxd.com/film/jarhead/
32,Nanny McPhee,Kirk Jones,Emma Thompson; Colin Firth; Kelly Macdonald,"Family, Comedy, Fantasy",https://letterboxd.com/film/nanny-mcphee/
33,Chicken Little,Mark Dindal,Zach Braff; Garry Marshall; Don Knotts,"Animation, Comedy, Family",https://letterboxd.com/film/chicken-little-2005/
34,Red Eye,Wes Craven,Rachel McAdams; Cillian Murphy; Brian Cox,"Mystery, Thriller",https://letterboxd.com/film/red-eye/
35,Hostel,Eli Roth,Jay Hernandez; Derek Richardson; Eythor Gudjonsson,Horror,https://letterboxd.com/film/hostel/
36,Cheaper by the Dozen 2,Adam Shankman,Steve Martin; Eugene Levy; Bonnie Hunt,"Family, Adventure, Comedy",https://letterboxd.com/film/cheaper-by-the-dozen-2/
37,Zathura: A Space Adventure,Jon Favreau,Josh Hutcherson; Jonah Bobo; Dax Shepard,"Adventure, Family, Science Fiction",https://letterboxd.com/film/zathura-a-space-adventure/
38,The Family Stone,Thomas Bezucha,Dermot Mulroney; Sarah Jessica Parker; Diane Keaton,"Romance, Comedy, Drama",https://letterboxd.com/film/the-family-stone/
39,Grizzly Man,Werner Herzog,Timothy Treadwell; Werner Herzog; Warren Queeney,Documentary,https://letterboxd.com/film/grizzly-man/
40,The Sisterhood of the Traveling Pants,Ken Kwapis,Amber Tamblyn; Alexis Bledel; America Ferrera,"Drama, Comedy, Romance",https://letterboxd.com/film/the-sisterhood-of-the-traveling-pants/
41,Barbie and the Magic of Pegasus,Greg Richardson,Kelly Sheridan; Kathleen Barr; Lalainia Lindbjerg,"Animation, Romance, Family",https://letterboxd.com/film/barbie-and-the-magic-of-pegasus/
42,Green Street Hooligans,Lexi Alexander,Elijah Wood; Charlie Hunnam; Claire Forlani,"Crime, Drama",https://letterboxd.com/film/green-street-hooligans/
43,Lord of War,Andrew Niccol,Nicolas Cage; Bridget Moynahan; Jared Leto,"Drama, Crime, Thriller",https://letterboxd.com/film/lord-of-war/
44,Ice Princess,Tim Fywell,Michelle Trachtenberg; Joan Cusack; Amy Stewart,"Comedy, Drama, Family",https://letterboxd.com/film/ice-princess/
45,Monster-in-Law,Robert Luketic,Jennifer Lopez; Jane Fonda; Michael Vartan,"Comedy, Romance",https://letterboxd.com/film/monster-in-law/
46,Memoirs of a Geisha,Rob Marshall,Zhang Ziyi; Gong Li; Michelle Yeoh,"Romance, History, Drama",https://letterboxd.com/film/memoirs-of-a-geisha/
47,In Her Shoes,Curtis Hanson,Cameron Diaz; Toni Collette; Shirley MacLaine,"Drama, Romance, Comedy",https://letterboxd.com/film/in-her-shoes/
48,My Father and My Son,Çağan Irmak,Fikret Kuşkan; Ege Tanman; Çetin Tekindor,Drama,https://letterboxd.com/film/my-father-and-my-son/
49,The Island,Michael Bay,Ewan McGregor; Scarlett Johansson; Djimon Hounsou,"Science Fiction, Thriller, Action",https://letterboxd.com/film/the-island-2005/
50,The Wedding Date,Clare Kilner,Debra Messing; Dermot Mulroney; Amy Adams,"Romance, Comedy",https://letterboxd.com/film/the-wedding-date/
