rank,title,director,actors,genres,url
1,The Princess Bride,Rob Reiner,Cary Elwes; Robin Wright; Mandy Patinkin,"Adventure, Fantasy, Family, Romance",https://letterboxd.com/film/the-princess-bride/
2,Dirty Dancing,Emile Ardolino,Jennifer Grey; Patrick Swayze; Cynthia Rhodes,"Music, Drama, Romance",https://letterboxd.com/film/dirty-dancing/
3,Full Metal Jacket,Stanley Kubrick,Matthew Modine; Adam Baldwin; Vincent D'Onofrio,"Drama, War",https://letterboxd.com/film/full-metal-jacket/
4,Moonstruck,Norman Jewison,Cher; Nicolas Cage; Vincent Gardenia,"Romance, Comedy, Drama",https://letterboxd.com/film/moonstruck/
5,Predator,John McTiernan,Arnold Schwarzenegger; Carl Weathers; Kevin Peter Hall,"Thriller, Adventure, Science Fiction, Action",https://letterboxd.com/film/predator/
6,RoboCop,Paul Verhoeven,Peter Weller; Nancy Allen; Dan O'Herlihy,"Action, Thriller, Science Fiction",https://letterboxd.com/film/robocop/
7,Evil Dead II,Sam Raimi,Bruce Campbell; Sarah Berry; Dan Hicks,"Comedy, Fantasy, Horror",https://letterboxd.com/film/evil-dead-ii/
8,The Lost Boys,Joel Schumacher,Jason Patric; Corey Haim; Dianne Wiest,"Thriller, Horror, Drama, Comedy, Romance",https://letterboxd.com/film/the-lost-boys/
9,Spaceballs,Mel Brooks,Mel Brooks; John Candy; Rick Moranis,"Science Fiction, Comedy",https://letterboxd.com/film/spaceballs/
10,Hellraiser,Clive Barker,Andrew Robinson; Clare Higgins; Sean Chapman,"Thriller, Horror",https://letterboxd.com/film/hellraiser/
11,Raising Arizona,Joel Coen,Nicolas Cage; Holly Hunter; Trey Wilson,"Crime, Comedy",https://letterboxd.com/film/raising-arizona/
12,The Untouchables,Brian De Palma,Kevin Costner; Sean Connery; Robert De Niro,"History, Thriller, Crime",https://letterboxd.com/film/the-untouchables/
13,Where Is the Friend's House?,Abbas Kiarostami,Babek Ahmadpour; Ahmed Ahmadpour; Kheda Barech Defai,"Drama, Adventure",https://letterboxd.com/film/where-is-the-friends-house/
