rank,title,director,actors,genres,url
1,Jurassic Park,Steven Spielberg,Sam Neill; Laura Dern; Jeff Goldblum,"Science Fiction, Adventure",https://letterboxd.com/film/jurassic-park/
2,Schindler's List,Steven Spielberg,Liam Neeson; Ben Kingsley; Ralph Fiennes,"History, Drama, War",https://letterboxd.com/film/schindlers-list/
3,Dazed and Confused,Richard Linklater,Jason London; Matthew McConaughey; Joey Lauren Adams,"Comedy, Drama",https://letterboxd.com/film/dazed-and-confused/
4,Groundhog Day,Harold Ramis,Bill Murray; Andie MacDowell; Chris Elliott,"Comedy, Fantasy, Romance",https://letterboxd.com/film/groundhog-day/
5,A Bronx Tale,Robert De Niro,Robert De Niro; Chazz Palminteri; Lillo Brancato,"Drama, Crime",https://letterboxd.com/film/a-bronx-tale/
6,Sleepless in Seattle,Nora Ephron,Meg Ryan; Tom Hanks; Ross Malinger,"Romance, Drama, Comedy",https://letterboxd.com/film/sleepless-in-seattle/
7,Mrs. Doubtfire,Chris Columbus,Robin Williams; Sally Field; Lisa Jakub,"Family, Comedy, Drama",https://letterboxd.com/film/mrs-doubtfire/
8,The Nightmare Before Christmas,Henry Selick,Danny Elfman; Chris Sarandon; Catherine O'Hara,"Family, Animation, Fantasy",https://letterboxd.com/film/the-nightmare-before-christmas/
9,Three Colours: Blue,Krzysztof Kieślowski,Juliette Binoche; Benoît Régent; Florence Pernel,Drama,https://letterboxd.com/film/three-colours-blue/
10,Carlito's Way,Brian De Palma,Al Pacino; Sean Penn; Penelope Ann Miller,"Thriller, Drama, Crime",https://letterboxd.com/film/carlitos-way/
11,True Romance,Tony Scott,Christian Slater; Patricia Arquette; Dennis Hopper,"Romance, Crime, Action",https://letterboxd.com/film/true-romance/
12,What's Eating Gilbert Grape,Lasse Hallström,Johnny Depp; Leonardo DiCaprio; Juliette Lewis,"Romance, Drama",https://letterboxd.com/film/whats-eating-gilbert-grape/
