rank,title,director,actors,genres,url
1,Zodiac,David Fincher,Jake Gyllenhaal; Mark Ruffalo; Anthony Edwards,"Crime, Mystery, Thriller",https://letterboxd.com/film/zodiac/
2,No Country for Old Men,"Joel Coen, Ethan Coen",Javier Bardem; Tommy Lee Jones; Josh Brolin,"Crime, Thriller, Western",https://letterboxd.com/film/no-country-for-old-men/
3,Ratatouille,Brad Bird,Patton Oswalt; Ian Holm; Lou Romano,"Family, Fantasy, Animation, Comedy",https://letterboxd.com/film/ratatouille/
4,Spider-Man 3,Sam Raimi,Tobey Maguire; Kirsten Dunst; James Franco,"Science Fiction, Action, Adventure",https://letterboxd.com/film/spider-man-3/
5,Superbad,Greg Mottola,Jonah Hill; Michael Cera; Christopher Mintz-Plasse,Comedy,https://letterboxd.com/film/superbad/
6,Harry Potter and the Order of the Phoenix,David Yates,Daniel Radcliffe; Rupert Grint; Emma Watson,"Adventure, Fantasy",https://letterboxd.com/film/harry-potter-and-the-order-of-the-phoenix/
7,The Darjeeling Limited,Wes Anderson,Owen Wilson; Adrien Brody; Jason Schwartzman,"Comedy, Adventure, Drama",https://letterboxd.com/film/the-darjeeling-limited/
8,There Will Be Blood,Paul Thomas Anderson,Daniel Day-Lewis; Paul Dano; Kevin J. O'Connor,Drama,https://letterboxd.com/film/there-will-be-blood/
9,Juno,Jason Reitman,Elliot Page; Michael Cera; Jennifer Garner,"Comedy, Romance, Drama",https://letterboxd.com/film/juno/
10,Lars and the Real Girl,Craig Gillespie,Ryan Gosling; Emily Mortimer; Paul Schneider,"Drama, Romance",https://letterboxd.com/film/lars-and-the-real-girl/
11,Atonement,Joe Wright,James McAvoy; Keira Knightley; Saoirse Ronan,"Romance, Drama",https://letterboxd.com/film/atonement/
12,Pirates of the Caribbean: At World's End,Gore Verbinski,Johnny Depp; Geoffrey Rush; Orlando Bloom,"Adventure, Action, Fantasy",https://letterboxd.com/film/pirates-of-the-caribbean-at-worlds-end/
13,Hot Fuzz,Edgar Wright,Simon Pegg; Nick Frost; Jim Broadbent,"Action, Crime, Comedy",https://letterboxd.com/film/hot-fuzz/
14,Bridge to Terabithia,Gábor Csupó,Josh Hutcherson; AnnaSophia Robb; Zooey Deschanel,"Adventure, Family, Drama",https://letterboxd.com/film/bridge-to-terabithia/
15,28 Weeks Later,Juan Carlos Fresnadillo,Robert Carlyle; Rose Byrne; Jeremy Renner,"Horror, Science Fiction, Thriller",https://letterboxd.com/film/28-weeks-later/
16,Transformers,Michael Bay,Shia LaBeouf; Megan Fox; Mark Ryan,"Action, Science Fiction, Adventure",https://letterboxd.com/film/transformers/
17,Bee Movie,"Simon J. Smith, Steve Hickner",Jerry Seinfeld; Renée Zellweger; Matthew Broderick,"Comedy, Family, Animation, Adventure",https://letterboxd.com/film/bee-movie/
18,Shrek the Third,Chris Miller,Mike Myers; Eddie Murphy; Cameron Diaz,"Adventure, Comedy, Fantasy, Family, Animation",https://letterboxd.com/film/shrek-the-third/
19,[REC],"Jaume Balagueró, Paco Plaza",Manuela Velasco; Pablo Rosso; Javier Coromina,"Mystery, Horror",https://letterboxd.com/film/rec/
20,I Am Legend,Francis Lawrence,Will Smith; Alice Braga; Charlie Tahan,"Drama, Thriller, Science Fiction",https://letterboxd.com/film/i-am-legend/
21,Watching the Detectives,Paul Soter,Cillian Murphy; Lucy Liu; Jason Sudeikis,"Romance, Comedy",https://letterboxd.com/film/watching-the-detectives/
22,Surf's Up,"Ash Brannon, Chris Buck",Shia LaBeouf; Jeff Bridges; Zooey Deschanel,"Comedy, Animation, Family",https://letterboxd.com/film/surfs-up/
23,High School Musical 2,Kenny Ortega,Zac Efron; Vanessa Hudgens; Ashley French,"TV Movie, Family, Comedy",https://letterboxd.com/film/high-school-musical-2/
24,Enchanted,Kevin Lima,Amy Adams; Patrick Dempsey; James Marsden,"Family, Fantasy, Comedy, Romance",https://letterboxd.com/film/enchanted/
25,Persepolis,"Marjane Satrapi, Vincent Paronnaud",Chiara Mastroianni; Danielle Darrieux; Catherine Deneuve,"Animation, Drama",https://letterboxd.com/film/persepolis/
26,American Gangster,Ridley Scott,Denzel Washington; Russell Crowe; Josh Brolin,"Crime, Drama",https://letterboxd.com/film/american-gangster/
27,Hairspray,Adam Shankman,Nikki Blonsky; John Travolta; Michelle Pfeiffer,"Comedy, Romance, Drama",https://letterboxd.com/film/hairspray-2007/
