rank,title,director,actors,genres,url
13,Evil Dead Rise,Lee Cronin,Lily Sullivan; Alyssa Sutherland; Morgan Davies,"Horror, Thriller",https://letterboxd.com/film/evil-dead-rise/
14,Anyone But You,Will Gluck,Sydney Sweeney; Glen Powell; Mia Artemis,"Romance, Comedy",https://letterboxd.com/film/anyone-but-you/
15,The Holdovers,Alexander Payne,Paul Giamatti; Dominic Sessa; Da'Vine Joy Randolph,"Drama, Comedy",https://letterboxd.com/film/the-holdovers/
16,Anatomy of a Fall,Justine Triet,Sandra Hüller; Swann Arlaud; Milo Machado-Graner,"Crime, Thriller, Mystery",https://letterboxd.com/film/anatomy-of-a-fall/
17,Five Nights at Freddy's,Emma Tammi,Josh Hutcherson; Piper Rubio; Elizabeth Lail,"Horror, Thriller",https://letterboxd.com/film/five-nights-at-freddys/
18,No Hard Feelings,Gene Stupnitsky,Jennifer Lawrence; Andrew Barth Feldman; Laura Benanti,"Comedy, Romance",https://letterboxd.com/film/no-hard-feelings-2023/
19,Wonka,Paul King,Timothée Chalamet; Calah Lane; Keegan-Michael Key,"Fantasy, Family, Comedy",https://letterboxd.com/film/wonka/
20,Scream VI,"Matt Bettinelli-Olpin, Tyler Gillett",Melissa Barrera; Jenna Ortega; Jasmin Savoy Brown,"Crime, Thriller, Horror",https://letterboxd.com/film/scream-vi/
21,"Red, White & Royal Blue",Matthew López,Taylor Zakhar Perez; Nicholas Galitzine; Uma Thurman,"Comedy, Romance",https://letterboxd.com/film/red-white-royal-blue/
22,Monster,Hirokazu Kore-eda,Sakura Ando; Soya Kurokawa; Hinata Hiiragi,"Thriller, Mystery, Drama",https://letterboxd.com/film/monster-2023/
23,The Boy and the Heron,Hayao Miyazaki,Soma Santoki; Masaki Suda; Ko Shibasaki,"Animation, Fantasy, Drama",https://letterboxd.com/film/the-boy-and-the-heron/
24,Godzilla Minus One,Takashi Yamazaki,Ryunosuke Kamiki; Minami Hamabe; Yuki Yamada,"Horror, Science Fiction, Action",https://letterboxd.com/film/godzilla-minus-one/
25,The Iron Claw,Sean Durkin,Zac Efron; Jeremy Allen White; Harris Dickinson,"History, Drama",https://letterboxd.com/film/the-iron-claw-2023/
26,Elemental,Peter Sohn,Leah Lewis; Mamoudou Athie; Ronnie del Carmen,"Comedy, Romance, Animation, Family",https://letterboxd.com/film/elemental-2023/
27,La Chimera,Alice Rohrwacher,Josh O'Connor; Carol Duarte; Alba Rohrwacher,"Drama, Comedy, Fantasy",https://letterboxd.com/film/la-chimera/
28,The Wonderful Story of Henry Sugar,Wes Anderson,Ralph Fiennes; Benedict Cumberbatch; Dev Patel,"Fantasy, Adventure, Drama",https://letterboxd.com/film/the-wonderful-story-of-henry-sugar/
29,Society of the Snow,J. A. Bayona,Enzo Vogrincic; Agustín Pardella; Matías Recalt,"History, Drama",https://letterboxd.com/film/society-of-the-snow/
30,The Zone of Interest,Jonathan Glazer,Christian Friedel; Sandra Hüller; Johann Karthaus,"Drama, War, History",https://letterboxd.com/film/the-zone-of-interest/
31,BlackBerry,Matt Johnson,Jay Baruchel; Glenn Howerton; Matt Johnson,"Drama, History, Comedy",https://letterboxd.com/film/blackberry-2023/
32,Late Night with the Devil,"Cameron Cairnes, Colin Cairnes",David Dastmalchian; Laura Gordon; Ian Bliss,Horror,https://letterboxd.com/film/late-night-with-the-devil/
33,Ant-Man and the Wasp: Quantumania,Peyton Reed,Paul Rudd; Evangeline Lilly; Michael Douglas,"Adventure, Science Fiction, Action",https://letterboxd.com/film/ant-man-and-the-wasp-quantumania/
34,BEEF,"Hikari, Jake Schreier, Lee Sung Jin",Oscar Isaac; Carey Mulligan; Cailee Spaeny,"Comedy, Drama",https://letterboxd.com/film/beef-2023/
35,Humanist Vampire Seeking Consenting Suicidal Person,Ariane Louis-Seize,Sara Montpetit; Félix-Antoine Bénard; Steve Laplante,"Comedy, Fantasy, Horror",https://letterboxd.com/film/humanist-vampire-seeking-consenting-suicidal-person/
36,All of Us Strangers,Andrew Haigh,Andrew Scott; Paul Mescal; Carter John Grout,"Drama, Romance, Fantasy",https://letterboxd.com/film/all-of-us-strangers/
37,John Wick: Chapter 4,Chad Stahelski,Keanu Reeves; Donnie Yen; Bill Skarsgård,"Crime, Action, Thriller",https://letterboxd.com/film/john-wick-chapter-4/
38,Asteroid City,Wes Anderson,Jason Schwartzman; Scarlett Johansson; Tom Hanks,"Drama, Comedy",https://letterboxd.com/film/asteroid-city/
39,The Marvels,Nia DaCosta,Brie Larson; Teyonah Parris; Iman Vellani,"Science Fiction, Adventure, Action",https://letterboxd.com/film/the-marvels/
40,Leave the World Behind,Sam Esmail,Julia Roberts; Ethan Hawke; Mahershala Ali,"Drama, Mystery, Thriller",https://letterboxd.com/film/leave-the-world-behind-2023/
41,Killers of the Flower Moon,Martin Scorsese,Leonardo DiCaprio; Robert De Niro; Lily Gladstone,"Crime, History, Drama",https://letterboxd.com/film/killers-of-the-flower-moon/
42,My Fault,Domingo González,Nicole Wallace; Gabriel Guevara; Marta Hazas,"Romance, Thriller, Drama",https://letterboxd.com/film/my-fault/
43,When Evil Lurks,Demián Rugna,Ezequiel Rodríguez; Demián Salomón; Silvina Sabater,"Horror, Thriller",https://letterboxd.com/film/when-evil-lurks/
44,Woman of the Hour,Anna Kendrick,Anna Kendrick; Daniel Zovatto; Nicolette Robinson,"Drama, Crime, Thriller",https://letterboxd.com/film/woman-of-the-hour/
45,Hell of a Summer,"Billy Bryk, Finn Wolfhard",Finn Wolfhard; Billy Bryk; Fred Hechinger,"Horror, Comedy, Mystery",https://letterboxd.com/film/hell-of-a-summer/
46,The Killer,David Fincher,Michael Fassbender; Tilda Swinton; Charles Parnell,"Thriller, Crime",https://letterboxd.com/film/the-killer-2023/
47,Sing Sing,Greg Kwedar,Colman Domingo; Clarence Maclin; Sean San Jose,Drama,https://letterboxd.com/film/sing-sing-2023/
48,Dungeons & Dragons: Honor Among Thieves,"John Francis Daley, Jonathan Goldstein",Chris Pine; Michelle Rodriguez; Justice Smith,"Fantasy, Adventure, Comedy",https://letterboxd.com/film/dungeons-dragons-honor-among-thieves/
49,Creed III,Michael B. Jordan,Michael B. Jordan; Tessa Thompson; Jonathan Majors,"Action, Drama",https://letterboxd.com/film/creed-iii/
50,Hit Man,Richard Linklater,Glen Powell; Adria Arjona; Austin Amelio,"Comedy, Crime, Romance",https://letterboxd.com/film/hit-man-2023/
