rank,title,director,actors,genres,url
22,The Killing of a Sacred Deer,Yorgos Lanthimos,Colin Farrell; Nicole Kidman; Barry Keoghan,"Mystery, Drama, Thriller",https://letterboxd.com/film/the-killing-of-a-sacred-deer/
23,The Shape of Water,Guillermo del Toro,Sally Hawkins; Michael Shannon; Richard Jenkins,"Fantasy, Drama, Romance",https://letterboxd.com/film/the-shape-of-water/
24,John Wick: Chapter 2,Chad Stahelski,Keanu Reeves; Common; Laurence Fishburne,"Crime, Action, Thriller",https://letterboxd.com/film/john-wick-chapter-2/
25,Cars 3,Brian Fee,Owen Wilson; Cristela Alonzo; Chris Cooper,"Family, Drama, Animation",https://letterboxd.com/film/cars-3/
26,Wonder,Stephen Chbosky,Jacob Tremblay; Julia Roberts; Owen Wilson,"Drama, Family",https://letterboxd.com/film/wonder-2017/
27,Creep 2,Patrick Brice,Mark Duplass; Desiree Akhavan; Karan Soni,"Thriller, Horror",https://letterboxd.com/film/creep-2/
28,mother!,Darren Aronofsky,Jennifer Lawrence; Javier Bardem; Ed Harris,"Drama, Horror",https://letterboxd.com/film/mother-2017/
29,Paddington 2,Paul King,Ben Whishaw; Sally Hawkins; Hugh Bonneville,"Comedy, Family, Adventure",https://letterboxd.com/film/paddington-2/
30,Logan,James Mangold,Hugh Jackman; Dafne Keen; Patrick Stewart,"Drama, Science Fiction, Action",https://letterboxd.com/film/logan-2017/
31,Marrowbone,Sergio G. Sánchez,George MacKay; Anya Taylor-Joy; Charlie Heaton,"Thriller, Horror, Mystery",https://letterboxd.com/film/marrowbone/
32,Pitch Perfect 3,Trish Sie,Anna Kendrick; Rebel Wilson; Brittany Snow,"Music, Comedy",https://letterboxd.com/film/pitch-perfect-3/
33,Beauty and the Beast,Bill Condon,Emma Watson; Dan Stevens; Luke Evans,"Fantasy, Family, Romance",https://letterboxd.com/film/beauty-and-the-beast-2017/
34,To the Bone,Marti Noxon,Lily Collins; Keanu Reeves; Carrie Preston,Drama,https://letterboxd.com/film/to-the-bone-2017/
35,Happy Death Day,Christopher Landon,Jessica Rothe; Israel Broussard; Charles Aitken,"Horror, Mystery, Comedy",https://letterboxd.com/film/happy-death-day/
36,Forgotten,Chang Hang-jun,Kang Ha-neul; Kim Moo-yul; Moon Sung-keun,"Thriller, Crime, Mystery",https://letterboxd.com/film/forgotten-2017/
37,Despicable Me 3,"Kyle Balda, Pierre Coffin",Steve Carell; Kristen Wiig; Trey Parker,"Action, Animation, Adventure, Comedy, Family",https://letterboxd.com/film/despicable-me-3/
38,Pirates of the Caribbean: Dead Men Tell No Tales,"Joachim Rønning, Espen Sandberg",Johnny Depp; Javier Bardem; Geoffrey Rush,"Action, Fantasy, Adventure",https://letterboxd.com/film/pirates-of-the-caribbean-dead-men-tell-no-tales/
39,Before I Fall,Ry Russo-Young,Zoey Deutch; Kian Lawley; Halston Sage,"Drama, Fantasy",https://letterboxd.com/film/before-i-fall/
40,God's Own Country,Francis Lee,Josh O'Connor; Alec Secăreanu; Gemma Jones,"Romance, Drama",https://letterboxd.com/film/gods-own-country-2017/
41,Kingsman: The Golden Circle,Matthew Vaughn,Taron Egerton; Colin Firth; Julianne Moore,"Crime, Action, Adventure, Comedy",https://letterboxd.com/film/kingsman-the-golden-circle/
42,Hot Summer Nights,Elijah Bynum,Timothée Chalamet; Maika Monroe; Alex Roe,"Drama, Crime",https://letterboxd.com/film/hot-summer-nights/
43,Wind River,Taylor Sheridan,Jeremy Renner; Elizabeth Olsen; Gil Birmingham,"Drama, Mystery, Thriller, Crime",https://letterboxd.com/film/wind-river-2017/
44,Descendants 2,Kenny Ortega,Dove Cameron; Sofia Carson; Cameron Boyce,"Music, Fantasy, Adventure, Family, TV Movie",https://letterboxd.com/film/descendants-2/
45,Alien: Covenant,Ridley Scott,Michael Fassbender; Katherine Waterston; Billy Crudup,"Horror, Science Fiction",https://letterboxd.com/film/alien-covenant/
46,War for the Planet of the Apes,Matt Reeves,Andy Serkis; Woody Harrelson; Karin Konoval,"War, Drama, Science Fiction",https://letterboxd.com/film/war-for-the-planet-of-the-apes/
47,The Babysitter,McG,Judah Lewis; Samara Weaving; Robbie Amell,"Horror, Comedy",https://letterboxd.com/film/the-babysitter-2017/
48,The Emoji Movie,Tony Leondis,T.J. Miller; James Corden; Anna Faris,"Animation, Family, Comedy",https://letterboxd.com/film/the-emoji-movie/
49,Gifted,Marc Webb,Chris Evans; Mckenna Grace; Lindsay Duncan,"Comedy, Drama",https://letterboxd.com/film/gifted-2017/
50,C'est la vie!,"Olivier Nakache, Éric Toledano",Jean-Pierre Bacri; Gilles Lellouche; Jean-Paul Rouve,Comedy,https://letterboxd.com/film/cest-la-vie-2017/
