rank,title,director,actors,genres,url
15,Freaky Friday,Mark Waters,Lindsay Lohan; Jamie Lee Curtis; Harold Gould,"Comedy, Family, Fantasy",https://letterboxd.com/film/freaky-friday-2003/
16,The Cat in the Hat,Bo Welch,Mike Myers; Dakota Fanning; Spencer Breslin,"Comedy, Family, Adventure, Fantasy",https://letterboxd.com/film/the-cat-in-the-hat-2003/
17,Scary Movie 3,David Zucker,Anna Faris; Regina Hall; Simon Rex,Comedy,https://letterboxd.com/film/scary-movie-3/
18,"Legally Blonde 2: Red, White & Blonde",Charles Herman-Wurmfeld,Reese Witherspoon; Sally Field; Regina King,"Comedy, Romance",https://letterboxd.com/film/legally-blonde-2-red-white-blonde/
19,Final Destination 2,David R. Ellis,Ali Larter; A.J. Cook; Michael Landes,"Mystery, Horror",https://letterboxd.com/film/final-destination-2/
20,Elephant,Gus Van Sant,Alex Frost; Eric Deulen; John Robinson,"Crime, Drama",https://letterboxd.com/film/elephant-2003/
21,Big Fish,Tim Burton,Ewan McGregor; Albert Finney; Billy Crudup,"Drama, Fantasy, Adventure",https://letterboxd.com/film/big-fish/
22,Mona Lisa Smile,Mike Newell,Julia Roberts; Kirsten Dunst; Julia Stiles,"Romance, History, Drama",https://letterboxd.com/film/mona-lisa-smile/
23,The Matrix Reloaded,"Lana Wachowski, Lilly Wachowski",Keanu Reeves; Laurence Fishburne; Carrie-Anne Moss,"Thriller, Science Fiction, Action, Adventure",https://letterboxd.com/film/the-matrix-reloaded/
24,What a Girl Wants,Dennie Gordon,Amanda Bynes; Colin Firth; Kelly Preston,"Romance, Drama, Comedy, Family",https://letterboxd.com/film/what-a-girl-wants/
25,Love Actually,Richard Curtis,Hugh Grant; Alan Rickman; Emma Thompson,"Romance, Drama, Comedy",https://letterboxd.com/film/love-actually/
26,Cheaper by the Dozen,Shawn Levy,Steve Martin; Bonnie Hunt; Hilary Duff,"Comedy, Family, Drama",https://letterboxd.com/film/cheaper-by-the-dozen-2003/
27,Brother Bear,"Aaron Blaise, Robert Walker",Joaquin Phoenix; Jeremy Suarez; Jason Raize,"Animation, Family, Adventure",https://letterboxd.com/film/brother-bear/
28,The Last Samurai,Edward Zwick,Tom Cruise; Ken Watanabe; Timothy Spall,"Drama, War, Action",https://letterboxd.com/film/the-last-samurai/
29,Identity,James Mangold,John Cusack; Ray Liotta; Amanda Peet,"Mystery, Thriller",https://letterboxd.com/film/identity/
30,Master and Commander: The Far Side of the World,Peter Weir,Russell Crowe; Paul Bettany; James D'Arcy,"Adventure, Drama, War",https://letterboxd.com/film/master-and-commander-the-far-side-of-the-world/
31,Holes,Andrew Davis,Shia LaBeouf; Khleo Thomas; Sigourney Weaver,"Drama, Comedy, Adventure, Family",https://letterboxd.com/film/holes/
32,The Dreamers,Bernardo Bertolucci,Michael Pitt; Eva Green; Louis Garrel,"Drama, Romance",https://letterboxd.com/film/the-dreamers/
33,The Matrix Revolutions,"Lilly Wachowski, Lana Wachowski",Keanu Reeves; Laurence Fishburne; Carrie-Anne Moss,"Thriller, Science Fiction, Adventure, Action",https://letterboxd.com/film/the-matrix-revolutions/
34,Bruce Almighty,Tom Shadyac,Jim Carrey; Morgan Freeman; Jennifer Aniston,"Comedy, Fantasy",https://letterboxd.com/film/bruce-almighty/
35,Dogville,Lars von Trier,Nicole Kidman; Paul Bettany; John Hurt,"Thriller, Crime, Drama",https://letterboxd.com/film/dogville/
36,Something's Gotta Give,Nancy Meyers,Jack Nicholson; Diane Keaton; Keanu Reeves,"Romance, Comedy, Drama",https://letterboxd.com/film/somethings-gotta-give/
37,The Room,Tommy Wiseau,Tommy Wiseau; Juliette Danielle; Greg Sestero,"Drama, Romance",https://letterboxd.com/film/the-room/
38,Tokyo Godfathers,Satoshi Kon,Aya Okamoto; Yoshiaki Umegaki; Tohru Emori,"Drama, Comedy, Animation",https://letterboxd.com/film/tokyo-godfathers/
39,Hulk,Ang Lee,Eric Bana; Jennifer Connelly; Sam Elliott,"Drama, Science Fiction, Adventure, Action",https://letterboxd.com/film/hulk/
40,The Texas Chainsaw Massacre,Marcus Nispel,Jessica Biel; Jonathan Tucker; Andrew Bryniarski,Horror,https://letterboxd.com/film/the-texas-chainsaw-massacre/
41,Wrong Turn,Rob Schmidt,Eliza Dushku; Desmond Harrington; Emmanuelle Chriqui,"Horror, Thriller",https://letterboxd.com/film/wrong-turn/
42,House of 1000 Corpses,Rob Zombie,Sid Haig; Bill Moseley; Sheri Moon Zombie,Horror,https://letterboxd.com/film/house-of-1000-corpses/
43,"Good Bye, Lenin!",Wolfgang Becker,Daniel Brühl; Katrin Sass; Chulpan Khamatova,"Comedy, Drama",https://letterboxd.com/film/good-bye-lenin/
44,Daredevil,Mark Steven Johnson,Ben Affleck; Jennifer Garner; Colin Farrell,"Fantasy, Action",https://letterboxd.com/film/daredevil/
45,The Lizzie McGuire Movie,Jim Fall,Hilary Duff; Adam Lamberg; Yani Gellman,"Family, Comedy",https://letterboxd.com/film/the-lizzie-mcguire-movie/
46,Old School,Todd Phillips,Luke Wilson; Will Ferrell; Vince Vaughn,Comedy,https://letterboxd.com/film/old-school/
47,A Tale of Two Sisters,Kim Jee-woon,Lim Soo-jung; Moon Geun-young; Yum Jung-ah,"Mystery, Horror, Drama",https://letterboxd.com/film/a-tale-of-two-sisters/
48,The Station Agent,Tom McCarthy,Peter Dinklage; Patricia Clarkson; Bobby Cannavale,"Drama, Comedy",https://letterboxd.com/film/the-station-agent/
49,A Mighty Wind,Christopher Guest,Bob Balaban; Christopher Guest; John Michael Higgins,"Comedy, Music",https://letterboxd.com/film/a-mighty-wind/
50,The Italian Job,F. Gary Gray,Mark Wahlberg; Charlize Theron; Edward Norton,"Crime, Action",https://letterboxd.com/film/the-italian-job-2003/
