rank,title,director,actors,genres,url
18,Cast Away,Robert Zemeckis,Tom Hanks; Helen Hunt; Nick Searcy,"Drama, Adventure",https://letterboxd.com/film/cast-away/
19,Amores Perros,Alejandro G. Iñárritu,Emilio Echevarría; Gael García Bernal; Goya Toledo,"Thriller, Drama",https://letterboxd.com/film/amores-perros/
20,Charlie's Angels,McG,Cameron Diaz; Drew Barrymore; Lucy Liu,"Adventure, Comedy, Action",https://letterboxd.com/film/charlies-angels/
21,Bring It On,Peyton Reed,Kirsten Dunst; Eliza Dushku; Jesse Bradford,Comedy,https://letterboxd.com/film/bring-it-on/
22,Battle Royale,Kinji Fukasaku,Tatsuya Fujiwara; Aki Maeda; Takeshi Kitano,"Action, Thriller, Drama",https://letterboxd.com/film/battle-royale/
23,Meet the Parents,Jay Roach,Ben Stiller; Robert De Niro; Teri Polo,"Comedy, Romance",https://letterboxd.com/film/meet-the-parents/
24,Yi Yi,Edward Yang,Wu Nien-jen; Issey Ogata; Elaine Jin Yan-Ling,Drama,https://letterboxd.com/film/yi-yi/
25,High Fidelity,Stephen Frears,John Cusack; Iben Hjejle; Todd Louiso,"Drama, Music, Comedy, Romance",https://letterboxd.com/film/high-fidelity/
26,Remember the Titans,Boaz Yakin,Denzel Washington; Will Patton; Wood Harris,Drama,https://letterboxd.com/film/remember-the-titans/
27,What Women Want,Nancy Meyers,Mel Gibson; Helen Hunt; Marisa Tomei,"Comedy, Romance",https://letterboxd.com/film/what-women-want/
28,Coyote Ugly,David McNally,Piper Perabo; Maria Bello; Bridget Moynahan,"Romance, Music, Comedy, Drama",https://letterboxd.com/film/coyote-ugly/
29,"Crouching Tiger, Hidden Dragon",Ang Lee,Chow Yun-Fat; Michelle Yeoh; Zhang Ziyi,"Drama, Fantasy, Romance, Action, Adventure",https://letterboxd.com/film/crouching-tiger-hidden-dragon/
30,Dancer in the Dark,Lars von Trier,Björk; Catherine Deneuve; David Morse,"Drama, Crime",https://letterboxd.com/film/dancer-in-the-dark/
31,The Beach,Danny Boyle,Leonardo DiCaprio; Virginie Ledoyen; Guillaume Canet,"Drama, Romance, Thriller, Adventure",https://letterboxd.com/film/the-beach/
32,How the Grinch Stole Christmas,Ron Howard,Jim Carrey; Taylor Momsen; Jeffrey Tambor,"Comedy, Family, Fantasy",https://letterboxd.com/film/how-the-grinch-stole-christmas-2000/
33,Mission: Impossible II,John Woo,Tom Cruise; Dougray Scott; Thandiwe Newton,"Thriller, Action, Adventure",https://letterboxd.com/film/mission-impossible-ii/
34,Ginger Snaps,John Fawcett,Katharine Isabelle; Emily Perkins; Kris Lemche,"Horror, Fantasy",https://letterboxd.com/film/ginger-snaps/
35,Unbreakable,M. Night Shyamalan,Bruce Willis; Samuel L. Jackson; Robin Wright,"Thriller, Mystery, Drama",https://letterboxd.com/film/unbreakable/
36,The Road to El Dorado,"Bibo Bergeron, Don Paul",Kenneth Branagh; Kevin Kline; Rosie Perez,"Fantasy, Comedy, Family, Animation, Adventure",https://letterboxd.com/film/the-road-to-el-dorado/
37,Sexy Beast,Jonathan Glazer,Ray Winstone; Ben Kingsley; Ian McShane,"Thriller, Drama, Crime",https://letterboxd.com/film/sexy-beast/
38,Vampire Hunter D: Bloodlust,Yoshiaki Kawajiri,Andrew Philpot; John Rafter Lee; Pamela Adlon,"Fantasy, Animation, Horror",https://letterboxd.com/film/vampire-hunter-d-bloodlust/
39,Chicken Run,"Peter Lord, Nick Park",Julia Sawalha; Mel Gibson; Imelda Staunton,"Animation, Family, Comedy",https://letterboxd.com/film/chicken-run/
40,Hollow Man,Paul Verhoeven,Kevin Bacon; Elisabeth Shue; Josh Brolin,"Science Fiction, Action, Thriller, Horror",https://letterboxd.com/film/hollow-man/
41,Joint Security Area,Park Chan-wook,Lee Young-ae; Lee Byung-hun; Song Kang-ho,"Thriller, Drama, Mystery",https://letterboxd.com/film/joint-security-area/
42,Nine Queens,Fabián Bielinsky,Ricardo Darín; Gastón Pauls; Leticia Brédice,"Crime, Drama, Thriller",https://letterboxd.com/film/nine-queens/
43,The Patriot,Roland Emmerich,Mel Gibson; Heath Ledger; Joely Richardson,"Drama, War, History, Action",https://letterboxd.com/film/the-patriot-2000/
44,Road Trip,Todd Phillips,Breckin Meyer; Seann William Scott; Amy Smart,"Comedy, Adventure",https://letterboxd.com/film/road-trip/
45,Malena,Giuseppe Tornatore,Monica Bellucci; Giuseppe Sulfaro; Luciano Federico,Drama,https://letterboxd.com/film/malena/
46,What Lies Beneath,Robert Zemeckis,Michelle Pfeiffer; Harrison Ford; Diana Scarwid,"Drama, Mystery, Horror, Thriller",https://letterboxd.com/film/what-lies-beneath/
47,Love & Basketball,Gina Prince-Bythewood,Sanaa Lathan; Omar Epps; Chris Warren,"Drama, Romance, Comedy",https://letterboxd.com/film/love-basketball/
48,The Gleaners and I,Agnès Varda,Agnès Varda; Bodan Litnanski; François Wertheimer,Documentary,https://letterboxd.com/film/the-gleaners-and-i/
49,Werckmeister Harmonies,Béla Tarr,Lars Rudolph; Peter Fitz; Hanna Schygulla,Drama,https://letterboxd.com/film/werckmeister-harmonies/
50,"Dude, Where's My Car?",Danny Leiner,Ashton Kutcher; Seann William Scott; Jennifer Garner,"Science Fiction, Comedy, Adventure, Mystery",https://letterboxd.com/film/dude-wheres-my-car/
