rank,title,director,actors,genres,url
34,Millennium Actress,Satoshi Kon,Miyoko Shoji; Mami Koyama; Fumiko Orikasa,"Drama, Romance, Animation",https://letterboxd.com/film/millennium-actress/
35,Pulse,Kiyoshi Kurosawa,Kumiko Aso; Haruhiko Kato; Koyuki,"Mystery, Horror, Thriller",https://letterboxd.com/film/pulse-2001/
36,Ghost World,Terry Zwigoff,Thora Birch; Scarlett Johansson; Steve Buscemi,"Comedy, Drama",https://letterboxd.com/film/ghost-world/
37,The Mummy Returns,Stephen Sommers,Brendan Fraser; Rachel Weisz; John Hannah,"Fantasy, Action, Adventure",https://letterboxd.com/film/the-mummy-returns/
38,Don't Say a Word,Gary Fleder,Michael Douglas; Sean Bean; Brittany Murphy,"Mystery, Crime, Thriller",https://letterboxd.com/film/dont-say-a-word/
39,Serendipity,Peter Chelsom,John Cusack; Kate Beckinsale; Molly Shannon,"Romance, Comedy",https://letterboxd.com/film/serendipity/
40,Black Hawk Down,Ridley Scott,Josh Hartnett; Ewan McGregor; Tom Sizemore,"Action, History, War",https://letterboxd.com/film/black-hawk-down/
41,Wet Hot American Summer,David Wain,Janeane Garofalo; David Hyde Pierce; Michael Showalter,Comedy,https://letterboxd.com/film/wet-hot-american-summer/
42,Shaolin Soccer,Stephen Chow,Stephen Chow; Ng Man-Tat; Vicky Zhao Wei,"Action, Comedy",https://letterboxd.com/film/shaolin-soccer/
43,Josie and the Pussycats,"Deborah Kaplan, Harry Elfont",Rachael Leigh Cook; Rosario Dawson; Tara Reid,"Music, Comedy",https://letterboxd.com/film/josie-and-the-pussycats/
44,Spy Kids,Robert Rodriguez,Alexa PenaVega; Daryl Sabara; Antonio Banderas,"Family, Science Fiction, Adventure, Comedy, Action",https://letterboxd.com/film/spy-kids/
45,Pearl Harbor,Michael Bay,Ben Affleck; Josh Hartnett; Kate Beckinsale,"War, History, Drama, Action, Romance",https://letterboxd.com/film/pearl-harbor/
46,La Ciénaga,Lucrecia Martel,Mercedes Morán; Graciela Borges; Martín Adjemián,Drama,https://letterboxd.com/film/la-cienaga/
47,Manic,Jordan Melamed,Joseph Gordon-Levitt; Don Cheadle; Zooey Deschanel,Drama,https://letterboxd.com/film/manic/
48,Ichi the Killer,Takashi Miike,Tadanobu Asano; Nao Omori; Shinya Tsukamoto,"Horror, Crime, Action",https://letterboxd.com/film/ichi-the-killer/
49,American Pie 2,J.B. Rogers,Jason Biggs; Thomas Ian Nicholas; Chris Klein,"Romance, Comedy",https://letterboxd.com/film/american-pie-2/
50,Millennium Mambo,Hou Hsiao-hsien,Shu Qi; Jack Kao; Duan Chun-hao,Drama,https://letterboxd.com/film/millennium-mambo/
