rank,title,director,actors,genres,url
16,Minority Report,Steven Spielberg,Tom Cruise; Colin Farrell; Samantha Morton,"Thriller, Science Fiction, Action",https://letterboxd.com/film/minority-report/
17,Ice Age,Chris Wedge,Ray Romano; John Leguizamo; Denis Leary,"Comedy, Adventure, Family, Animation",https://letterboxd.com/film/ice-age/
18,The Ring,Gore Verbinski,Naomi Watts; Martin Henderson; David Dorfman,"Mystery, Horror",https://letterboxd.com/film/the-ring-2002/
19,Irreversible,Gaspar Noé,Monica Bellucci; Vincent Cassel; Albert Dupontel,"Crime, Thriller, Drama",https://letterboxd.com/film/irreversible/
20,Signs,M. Night Shyamalan,Mel Gibson; Joaquin Phoenix; Rory Culkin,"Drama, Thriller, Horror, Mystery, Science Fiction",https://letterboxd.com/film/signs/
21,Bend It Like Beckham,Gurinder Chadha,Parminder Nagra; Keira Knightley; Jonathan Rhys Meyers,"Romance, Comedy, Drama",https://letterboxd.com/film/bend-it-like-beckham/
22,Resident Evil,Paul W. S. Anderson,Milla Jovovich; Michelle Rodriguez; Eric Mabius,"Action, Science Fiction, Horror",https://letterboxd.com/film/resident-evil/
23,Lilya 4-ever,Lukas Moodysson,Oksana Akinshina; Artyom Bogucharsky; Ljubov Agapova,"Drama, Crime",https://letterboxd.com/film/lilya-4-ever/
24,Spirit: Stallion of the Cimarron,"Kelly Asbury, Lorna Cook",Matt Damon; James Cromwell; Daniel Studi,"Adventure, Animation, Western, Drama, Family",https://letterboxd.com/film/spirit-stallion-of-the-cimarron/
25,The Cat Returns,Hiroyuki Morita,Chizuru Ikewaki; Yoshihiko Hakamada; Aki Maeda,"Adventure, Fantasy, Animation, Family, Drama",https://letterboxd.com/film/the-cat-returns/
26,A Walk to Remember,Adam Shankman,Mandy Moore; Shane West; Peter Coyote,"Drama, Romance",https://letterboxd.com/film/a-walk-to-remember/
27,Gangs of New York,Martin Scorsese,Leonardo DiCaprio; Daniel Day-Lewis; Cameron Diaz,"Drama, History, Crime",https://letterboxd.com/film/gangs-of-new-york-2002/
28,Treasure Planet,"Ron Clements, John Musker",Joseph Gordon-Levitt; Brian Murray; Emma Thompson,"Fantasy, Adventure, Science Fiction, Animation, Family",https://letterboxd.com/film/treasure-planet/
29,Lilo & Stitch,"Chris Sanders, Dean DeBlois",Daveigh Chase; Chris Sanders; Tia Carrere,"Comedy, Animation, Family, Science Fiction",https://letterboxd.com/film/lilo-stitch/
30,May,Lucky McKee,Angela Bettis; Jeremy Sisto; Anna Faris,"Comedy, Drama, Horror",https://letterboxd.com/film/may/
31,8 Mile,Curtis Hanson,Eminem; Kim Basinger; Mekhi Phifer,"Drama, Music",https://letterboxd.com/film/8-mile/
32,Adaptation.,Spike Jonze,Nicolas Cage; Meryl Streep; Chris Cooper,"Drama, Comedy, Crime",https://letterboxd.com/film/adaptation/
33,Sympathy for Mr. Vengeance,Park Chan-wook,Song Kang-ho; Shin Ha-kyun; Bae Doona,"Thriller, Action, Drama",https://letterboxd.com/film/sympathy-for-mr-vengeance/
34,My Big Fat Greek Wedding,Joel Zwick,Nia Vardalos; John Corbett; Lainie Kazan,"Drama, Comedy, Romance",https://letterboxd.com/film/my-big-fat-greek-wedding/
35,The Hot Chick,Tom Brady,Rob Schneider; Anna Faris; Matthew Lawrence,"Fantasy, Comedy",https://letterboxd.com/film/the-hot-chick/
36,Crossroads,Tamra Davis,Britney Spears; Zoe Saldaña; Taryn Manning,"Drama, Romance, Comedy",https://letterboxd.com/film/crossroads-2002/
37,Jackass: The Movie,Jeff Tremaine,Johnny Knoxville; Bam Margera; Steve-O,"Action, Documentary, Comedy",https://letterboxd.com/film/jackass-the-movie/
38,Men in Black II,Barry Sonnenfeld,Tommy Lee Jones; Will Smith; Rip Torn,"Science Fiction, Comedy, Action",https://letterboxd.com/film/men-in-black-ii/
39,Two Weeks Notice,Marc Lawrence,Sandra Bullock; Hugh Grant; Dana Ivey,"Comedy, Romance",https://letterboxd.com/film/two-weeks-notice/
40,Panic Room,David Fincher,Jodie Foster; Kristen Stewart; Forest Whitaker,"Thriller, Crime, Drama",https://letterboxd.com/film/panic-room/
41,The Sweetest Thing,Roger Kumble,Cameron Diaz; Christina Applegate; Selma Blair,"Romance, Comedy",https://letterboxd.com/film/the-sweetest-thing/
42,Red Dragon,Brett Ratner,Edward Norton; Anthony Hopkins; Ralph Fiennes,"Crime, Horror, Thriller",https://letterboxd.com/film/red-dragon/
43,Love Hurts,Fernando Sariñana,Luis Fernando Peña; Martha Higareda; Ximena Sariñana,"Romance, Drama",https://letterboxd.com/film/love-hurts-2002/
44,Blade II,Guillermo del Toro,Wesley Snipes; Kris Kristofferson; Ron Perlman,"Horror, Action, Fantasy, Thriller",https://letterboxd.com/film/blade-ii/
45,Life or Something Like It,Stephen Herek,Angelina Jolie; Edward Burns; Tony Shalhoub,"Comedy, Romance, Drama",https://letterboxd.com/film/life-or-something-like-it/
46,Maid in Manhattan,Wayne Wang,Jennifer Lopez; Ralph Fiennes; Natasha Richardson,"Drama, Comedy, Romance",https://letterboxd.com/film/maid-in-manhattan/
47,Infernal Affairs,"Alan Mak Siu-Fai, Andrew Lau Wai-Keung",Andy Lau; Tony Leung Chiu-wai; Anthony Wong Chau-Sang,"Thriller, Mystery, Drama, Crime, Action",https://letterboxd.com/film/infernal-affairs/
48,Phone Booth,Joel Schumacher,Colin Farrell; Kiefer Sutherland; Forest Whitaker,"Crime, Thriller",https://letterboxd.com/film/phone-booth/
49,Austin Powers in Goldmember,Jay Roach,Mike Myers; Beyoncé; Seth Green,"Comedy, Crime",https://letterboxd.com/film/austin-powers-in-goldmember/
50,Mr. Deeds,Steven Brill,Adam Sandler; Winona Ryder; John Turturro,"Romance, Comedy",https://letterboxd.com/film/mr-deeds/
