rank,title,director,actors,genres,url
18,Tetsuo: The Iron Man,Shinya Tsukamoto,Tomorowo Taguchi; Shinya Tsukamoto; Kei Fujiwara,"Science Fiction, Horror",https://letterboxd.com/film/tetsuo-the-iron-man/
19,Field of Dreams,Phil Alden Robinson,Kevin Costner; Amy Madigan; Gaby Hoffmann,"Drama, Fantasy",https://letterboxd.com/film/field-of-dreams/
20,Drugstore Cowboy,Gus Van Sant,Matt Dillon; Kelly Lynch; James Remar,"Crime, Drama",https://letterboxd.com/film/drugstore-cowboy/
21,Glory,Edward Zwick,Matthew Broderick; Denzel Washington; Cary Elwes,"History, War, Drama",https://letterboxd.com/film/glory/
22,Licence to Kill,John Glen,Timothy Dalton; Carey Lowell; Robert Davi,"Action, Adventure, Thriller",https://letterboxd.com/film/licence-to-kill/
23,Road House,Rowdy Herrington,Patrick Swayze; Kelly Lynch; Sam Elliott,"Action, Thriller",https://letterboxd.com/film/road-house/
24,"The Cook, the Thief, His Wife & Her Lover",Peter Greenaway,Richard Bohringer; Michael Gambon; Helen Mirren,"Crime, Drama",https://letterboxd.com/film/the-cook-the-thief-his-wife-her-lover/
25,Tie Me Up! Tie Me Down!,Pedro Almodóvar,Victoria Abril; Antonio Banderas; Loles León,"Romance, Drama, Comedy",https://letterboxd.com/film/tie-me-up-tie-me-down/
26,She-Devil,Susan Seidelman,Meryl Streep; Roseanne Barr; Ed Begley Jr.,Comedy,https://letterboxd.com/film/she-devil/
27,Ghostbusters II,Ivan Reitman,Bill Murray; Dan Aykroyd; Sigourney Weaver,"Comedy, Fantasy",https://letterboxd.com/film/ghostbusters-ii/
28,Decalogue I,Krzysztof Kieślowski,Henryk Baranowski; Wojciech Klata; Maja Komorowska,"Drama, TV Movie",https://letterboxd.com/film/decalogue-i/
29,Mystery Train,Jim Jarmusch,Youki Kudoh; Masatoshi Nagase; Screamin' Jay Hawkins,Comedy,https://letterboxd.com/film/mystery-train/
30,Uncle Buck,John Hughes,John Candy; Jean Louisa Kelly; Gaby Hoffmann,"Family, Drama, Comedy",https://letterboxd.com/film/uncle-buck/
31,Pet Sematary,Mary Lambert,Dale Midkiff; Fred Gwynne; Denise Crosby,Horror,https://letterboxd.com/film/pet-sematary/
32,"Honey, I Shrunk the Kids",Joe Johnston,Rick Moranis; Matt Frewer; Marcia Strassman,"Science Fiction, Adventure, Comedy, Family",https://letterboxd.com/film/honey-i-shrunk-the-kids/
33,Friday the 13th Part VIII: Jason Takes Manhattan,Rob Hedden,Jensen Daggett; Sharlene Martin; Scott Reeves,"Horror, Thriller",https://letterboxd.com/film/friday-the-13th-part-viii-jason-takes-manhattan/
34,Santa Sangre,Alejandro Jodorowsky,Axel Jodorowsky; Blanca Guerra; Guy Stockwell,"Horror, Thriller, Drama",https://letterboxd.com/film/santa-sangre/
35,A Grand Day Out,Nick Park,Peter Sallis,"Adventure, Animation, Comedy, Science Fiction, Family",https://letterboxd.com/film/a-grand-day-out/
36,Society,Brian Yuzna,Billy Warlock; Connie Danese; Ben Slack,"Comedy, Horror, Mystery",https://letterboxd.com/film/society/
37,The Karate Kid Part III,John G. Avildsen,Ralph Macchio; Pat Morita; Robyn Lively,"Action, Drama, Family, Adventure",https://letterboxd.com/film/the-karate-kid-part-iii/
38,Isle of Flowers,Jorge Furtado,Paulo José; Júlia Barth; Luciane Azevedo,Documentary,https://letterboxd.com/film/isle-of-flowers/
39,Major League,David S. Ward,Tom Berenger; Charlie Sheen; Corbin Bernsen,Comedy,https://letterboxd.com/film/major-league/
40,Decalogue II,Krzysztof Kieślowski,Krystyna Janda; Aleksander Bardini; Olgierd Łukaszewicz,"TV Movie, Drama",https://letterboxd.com/film/decalogue-ii/
41,My Left Foot: The Story of Christy Brown,Jim Sheridan,Daniel Day-Lewis; Brenda Fricker; Alison Whelan,Drama,https://letterboxd.com/film/my-left-foot-the-story-of-christy-brown/
42,Lethal Weapon 2,Richard Donner,Mel Gibson; Danny Glover; Joe Pesci,"Action, Crime, Thriller",https://letterboxd.com/film/lethal-weapon-2/
43,Godzilla vs. Biollante,Kazuki Ōmori,Kunihiko Mitamura; Yoshiko Tanaka; Masanobu Takashima,"Science Fiction, Horror, Action",https://letterboxd.com/film/godzilla-vs-biollante/
44,Driving Miss Daisy,Bruce Beresford,Morgan Freeman; Jessica Tandy; Dan Aykroyd,Drama,https://letterboxd.com/film/driving-miss-daisy/
45,UHF,Jay Levey,'Weird Al' Yankovic; Kevin McCarthy; Michael Richards,Comedy,https://letterboxd.com/film/uhf/
46,All Dogs Go to Heaven,Don Bluth,Burt Reynolds; Dom DeLuise; Judith Barsi,"Fantasy, Drama, Animation, Comedy, Family",https://letterboxd.com/film/all-dogs-go-to-heaven/
47,The Seventh Continent,Michael Haneke,Birgit Doll; Dieter Berner; Leni Tanzer,Drama,https://letterboxd.com/film/the-seventh-continent/
48,A Nightmare on Elm Street: The Dream Child,Stephen Hopkins,Robert Englund; Lisa Wilcox; Erika Anderson,"Thriller, Horror",https://letterboxd.com/film/a-nightmare-on-elm-street-the-dream-child/
49,Weekend at Bernie's,Ted Kotcheff,Andrew McCarthy; Jonathan Silverman; Catherine Mary Stewart,"Crime, Comedy",https://letterboxd.com/film/weekend-at-bernies/
50,Violent Cop,Takeshi Kitano,Takeshi Kitano; Maiko Kawakami; Makoto Ashikawa,"Crime, Action, Drama, Thriller",https://letterboxd.com/film/violent-cop/
