rank,title,director,actors,genres,url
1,The Thing,John Carpenter,Kurt Russell; Wilford Brimley; T.K. Carter,"Mystery, Science Fiction, Horror",https://letterboxd.com/film/the-thing/
2,Blade Runner,Ridley Scott,Harrison Ford; Rutger Hauer; Sean Young,"Thriller, Drama, Science Fiction",https://letterboxd.com/film/blade-runner/
3,E.T. the Extra-Terrestrial,Steven Spielberg,Henry Thomas; Drew Barrymore; Robert MacNaughton,"Adventure, Science Fiction, Family",https://letterboxd.com/film/et-the-extra-terrestrial/
4,The King of Comedy,Martin Scorsese,Robert De Niro; Jerry Lewis; Diahnne Abbott,"Comedy, Drama",https://letterboxd.com/film/the-king-of-comedy/
5,Rocky III,Sylvester Stallone,Sylvester Stallone; Talia Shire; Burt Young,"Drama, Action",https://letterboxd.com/film/rocky-iii/
6,First Blood,Ted Kotcheff,Sylvester Stallone; Richard Crenna; Brian Dennehy,"Drama, Action, Thriller",https://letterboxd.com/film/first-blood/
7,The Last Unicorn,"Jules Bass, Arthur Rankin, Jr.",Mia Farrow; Alan Arkin; Tammy Grimes,"Family, Adventure, Fantasy, Animation",https://letterboxd.com/film/the-last-unicorn/
8,The Dark Crystal,"Jim Henson, Frank Oz",Jim Henson; Kathryn Mullen; Frank Oz,"Fantasy, Adventure, Family",https://letterboxd.com/film/the-dark-crystal/
9,Tootsie,Sydney Pollack,Dustin Hoffman; Jessica Lange; Teri Garr,"Comedy, Romance",https://letterboxd.com/film/tootsie/
10,Poltergeist,Tobe Hooper,JoBeth Williams; Craig T. Nelson; Beatrice Straight,Horror,https://letterboxd.com/film/poltergeist/
11,Friday the 13th Part III,Steve Miner,Dana Kimmell; Paul Kratka; Richard Brooker,Horror,https://letterboxd.com/film/friday-the-13th-part-iii/
12,Fast Times at Ridgemont High,Amy Heckerling,Sean Penn; Jennifer Jason Leigh; Judge Reinhold,"Drama, Romance, Comedy",https://letterboxd.com/film/fast-times-at-ridgemont-high/
13,Tron,Steven Lisberger,Jeff Bridges; Bruce Boxleitner; David Warner,"Adventure, Action, Science Fiction",https://letterboxd.com/film/tron/
14,Pink Floyd: The Wall,Alan Parker,Bob Geldof; Christine Hargreaves; James Laurenson,"Music, Drama",https://letterboxd.com/film/pink-floyd-the-wall/
15,Fitzcarraldo,Werner Herzog,Klaus Kinski; Claudia Cardinale; José Lewgoy,"Adventure, Drama",https://letterboxd.com/film/fitzcarraldo/
16,The Best Little Whorehouse in Texas,Colin Higgins,Dolly Parton; Burt Reynolds; Dom DeLuise,Comedy,https://letterboxd.com/film/the-best-little-whorehouse-in-texas/
17,Koyaanisqatsi,Godfrey Reggio,Ed Asner; Pat Benatar; Johnny Carson,"Documentary, Music",https://letterboxd.com/film/koyaanisqatsi/
18,Conan the Barbarian,John Milius,Arnold Schwarzenegger; James Earl Jones; Sandahl Bergman,"Fantasy, Action, Adventure",https://letterboxd.com/film/conan-the-barbarian/
19,Tenebre,Dario Argento,Anthony Franciosa; John Saxon; Daria Nicolodi,"Horror, Mystery, Thriller",https://letterboxd.com/film/tenebre/
