rank,title,director,actors,genres,url
1,The Devil Wears Prada,David Frankel,Meryl Streep; Anne Hathaway; Emily Blunt,"Comedy, Drama",https://letterboxd.com/film/the-devil-wears-prada/
2,Little Miss Sunshine,"Valerie Faris, Jonathan Dayton",Greg Kinnear; Toni Collette; Steve Carell,"Drama, Comedy",https://letterboxd.com/film/little-miss-sunshine/
3,The Prestige,Christopher Nolan,Hugh Jackman; Christian Bale; Michael Caine,"Science Fiction, Drama, Mystery",https://letterboxd.com/film/the-prestige/
4,The Departed,Martin Scorsese,Leonardo DiCaprio; Matt Damon; Jack Nicholson,"Thriller, Crime, Drama",https://letterboxd.com/film/the-departed/
5,She's the Man,Andy Fickman,Amanda Bynes; Channing Tatum; Laura Ramsey,"Romance, Comedy",https://letterboxd.com/film/shes-the-man/
6,Cars,John Lasseter,Owen Wilson; Paul Newman; Bonnie Hunt,"Adventure, Comedy, Animation, Family",https://letterboxd.com/film/cars/
7,Casino Royale,Martin Campbell,Daniel Craig; Eva Green; Mads Mikkelsen,"Thriller, Action, Adventure",https://letterboxd.com/film/casino-royale-2006/
8,Marie Antoinette,Sofia Coppola,Kirsten Dunst; Jason Schwartzman; Steve Coogan,"History, Drama",https://letterboxd.com/film/marie-antoinette-2006/
9,Pirates of the Caribbean: Dead Man's Chest,Gore Verbinski,Johnny Depp; Orlando Bloom; Keira Knightley,"Action, Adventure, Fantasy",https://letterboxd.com/film/pirates-of-the-caribbean-dead-mans-chest/
10,Night at the Museum,Shawn Levy,Ben Stiller; Carla Gugino; Dick Van Dyke,"Fantasy, Family, Comedy",https://letterboxd.com/film/night-at-the-museum/
11,Paprika,Satoshi Kon,Megumi Hayashibara; Tohru Emori; Katsunosuke Hori,"Animation, Thriller, Science Fiction",https://letterboxd.com/film/paprika-2006/
12,The Pursuit of Happyness,Gabriele Muccino,Will Smith; Jaden Smith; Thandiwe Newton,Drama,https://letterboxd.com/film/the-pursuit-of-happyness/
